,flight_number,origin,dest
5989,YX 4767,JFK,CMH
5990,AA 642,ORD,EWR
5992,UA 1760,EWR,PDX
5994,AA 359,LGA,ORD
6009,YX 4539,LGA,PWM
6013,G7 4522,CMH,EWR
6017,YX 3482,EWR,RAP
6020,YX 3547,EWR,PWM
6022,WN 1279,LGA,ATL
6033,9E 4993,BUF,LGA
6034,WN 244,DAL,LGA
6038,WN 4544,LGA,ATL
6040,YX 4767,LGA,ORD
6046,UA 679,IAH,EWR
6048,YX 4687,BWI,JFK
6051,YX 4603,LGA,PIT
6062,YX 3547,ORD,LGA
6064,UA 436,EWR,BNA
6068,YX 5727,CLT,LGA
6069,WN 1415,ATL,LGA
6070,UA 1891,EWR,DFW
6071,G7 4420,DTW,EWR
6079,9E 5402,LGA,PIT
6080,UA 438,TPA,EWR
6081,UA 515,JFK,LAX
6083,AA 1096,MIA,JFK
6084,YX 3467,EWR,BOS
6093,UA 1422,LGA,IAD
6095,UA 750,TPA,EWR
6096,YX 5697,STL,LGA
6102,YX 5694,CHS,JFK
6104,YX 5631,JFK,BNA
6105,YX 5746,CHS,LGA
6110,DL 1316,PBI,LGA
6115,G7 4565,EWR,CMH
6121,B6 372,FLL,LGA
6123,DL 2870,FLL,LGA
6124,YX 3507,GRR,EWR
6125,YX 3505,ATL,EWR
6127,DL 499,LGA,ORD
6131,DL 1337,JFK,TPA
6134,UA 1186,SAN,EWR
6135,G7 4541,CLT,EWR
6137,9E 5195,CLT,LGA
6139,WN 2474,ATL,LGA
6141,YX 3483,EWR,CLT
6144,YX 3713,IND,EWR
6146,9E 5204,STL,LGA
6150,DL 497,MIA,LGA
6169,AA 458,MIA,LGA
6181,DL 1341,LGA,PBI
6186,DL 1722,JFK,SFO
6188,9E 5134,LGA,MYR
6189,UA 1064,EWR,SAN
6191,UA 457,EWR,SLC
6193,B6 585,JFK,RDU
6194,YX 4509,EYW,LGA
6197,YX 4839,LGA,XNA
6199,AA 1467,JFK,DCA
6205,YX 3612,EWR,IND
6210,YX 3444,EWR,EYW
6218,G7 4599,EWR,BTV
6219,YX 5660,JFK,DCA
6223,UA 1891,EWR,LAX
6224,WN 2224,LGA,MDW
6225,YX 4581,MEM,LGA
6231,WN 6357,LGA,MDW
6238,YX 4799,LGA,XNA
6248,G4 1206,EWR,AVL
6254,YX 3458,EWR,CMH
6255,C5 4828,IAD,EWR
6263,NK 1482,EWR,LAS
6265,9E 4668,LGA,BNA
6268,UA 2614,LAX,EWR
6275,YV 6106,IAD,LGA
6279,UA 342,LGA,DEN
6280,YX 3696,DCA,EWR
6288,9E 4865,JFK,ROC
6294,9E 5449,JFK,BWI
6296,B6 2595,EWR,MIA
6299,9E 4800,LGA,CHS
6302,WN 6004,LGA,TPA
6304,YV 6111,IAH,LGA
6310,YX 4670,JFK,PHL
6314,YX 5665,LGA,CHS
6322,DL 500,ATL,LGA
6335,AA 2500,MIA,JFK
6339,YX 4766,LGA,CVG
6352,NK 1253,LAS,EWR
6354,9E 5029,LGA,ORF
6356,UA 685,LGA,IAH
6362,DL 958,DTW,LGA
6363,G7 4526,EWR,ROC
6366,YX 3628,RDU,EWR
6372,AA 1376,JAC,JFK
6374,AA 386,JFK,MIA
6380,AA 813,LGA,ORD
6381,YX 5735,SRQ,LGA
6384,UA 2327,IAH,EWR
6385,UA 621,EWR,LAX
6386,WN 2409,LGA,DAL
6387,AA 2850,LGA,FCA
6391,YX 3530,PWM,EWR
6395,9E 4771,LGA,MKE
6396,B6 1515,JFK,SFO
6407,YX 3615,ORD,LGA
6409,DL 493,SEA,JFK
6411,YX 5743,LGA,SDF
6420,9E 5181,PWM,LGA
6421,UA 2225,EWR,ATL
6422,WN 1422,LGA,DAL
6431,YX 3443,MYR,EWR
6434,AA 489,MIA,LGA
6436,DL 2412,SRQ,LGA
6437,UA 1076,EWR,LAX
6441,UA 1422,SLC,EWR
6445,G7 4427,EWR,CLT
6447,C5 4881,EWR,SAV
6452,AA 2129,LGA,BOS
6458,UA 749,EWR,SEA
6459,UA 1299,EWR,MTJ
6463,9E 4829,JFK,RDU
6464,UA 468,MCO,EWR
6465,WN 560,ATL,LGA
6468,UA 238,AUS,EWR
6472,UA 412,EWR,IAH
6473,YX 4673,CLE,JFK
6475,YX 3441,CLT,EWR
6478,UA 1738,EWR,SFO
6482,YX 4574,BOS,LGA
6483,DL 501,MIA,LGA
6485,YX 3564,PWM,EWR
6486,DL 2231,PBI,LGA
6493,YX 5623,CMH,LGA
6494,DL 735,LAX,JFK
6500,DL 888,DTW,LGA
6501,G7 4592,EWR,RIC
6507,YX 4526,JFK,ORF
6508,DL 563,JFK,LAX
6513,UA 472,MIA,EWR
6521,DL 1405,TPA,LGA
6522,AA 1959,LGA,MIA
6526,AS 714,SEA,EWR
6542,DL 2572,LGA,ORD
6544,YX 4568,LGA,CVG
6545,WN 590,LGA,MDW
6550,9E 4678,ROC,JFK
6553,G7 4455,MYR,EWR
6556,B6 2206,PDX,JFK
6557,UA 1714,FLL,EWR
6559,G7 4419,EWR,CMH
6564,UA 296,EWR,SFO
6565,UA 1284,RDU,EWR
6568,YX 3447,BTV,EWR
6571,WN 3572,MDW,LGA
6577,DL 1405,LGA,TPA
6582,UA 1450,EWR,DEN
6584,ZW 3805,LGA,IAD
6592,AA 1959,MIA,LGA
6595,WN 3458,ATL,LGA
6596,YX 4624,PIT,LGA
6597,G7 4503,CVG,EWR
6618,9E 4674,JFK,SAV
6622,YX 5832,MSY,JFK
6629,DL 2873,MCO,LGA
6633,YX 3628,ORF,EWR
6635,9E 5096,SAV,JFK
6641,YX 5792,CMH,JFK
6645,UA 1517,EWR,MIA
6653,AA 1039,LGA,ATL
6655,9E 5527,LGA,ROC
6668,B6 2429,EWR,RDU
6669,YX 5679,LGA,CLT
6672,YX 3475,EWR,PWM
6674,UA 1608,RSW,EWR
6677,UA 1506,EWR,SFO
6678,YX 5607,JFK,ORD
6683,9E 5389,BUF,LGA
6684,YX 5628,JFK,MSY
6690,9E 4640,LGA,BNA
6693,UA 2664,BUF,EWR
6700,DL 806,JFK,SJU
6701,UA 2035,AUS,EWR
6702,AA 1967,PHX,EWR
6707,WN 4277,MDW,LGA
6708,DL 487,SFO,JFK
6710,9E 4874,ACK,JFK
6717,AA 841,JFK,FLL
6720,UA 1508,EWR,TPA
6721,YX 5765,JAX,LGA
6722,UA 2036,SJU,EWR
6724,OO 4747,IAH,LGA
6732,G7 4578,EWR,ROC
6734,YX 3560,DCA,EWR
6740,AA 1282,EWR,PHX
6741,YX 4576,PHL,JFK
6742,DL 2904,LGA,MIA
6743,UA 1226,EWR,PBI
6745,YX 4501,MIA,LGA
6750,YX 4832,LGA,CLE
6753,UA 1237,LGA,IAH
6754,9E 4730,ROC,LGA
6755,AA 2710,DCA,JFK
6757,YX 4746,LGA,CLE
6765,DL 970,JFK,DEN
6776,WN 401,LGA,MDW
6778,9E 5093,CVG,LGA
6780,UA 2219,SJU,EWR
6782,YX 3443,EWR,MSY
6785,DL 1272,JFK,FLL
6786,AA 1325,BOS,JFK
6789,9E 5434,PIT,LGA
6793,YX 3480,EWR,IND
6797,B6 809,JFK,DFW
6799,YX 5620,MSN,LGA
6801,DL 2999,RSW,LGA
6803,9E 5221,RDU,LGA
6809,YX 3586,EWR,GSO
6810,YX 3550,MEM,EWR
6816,WN 3895,LGA,BWI
6819,YX 4586,LGA,CVG
6822,YX 5608,JFK,CHS
6823,WN 1098,LGA,DEN
6827,YX 4513,LGA,MSP
6830,UA 1940,EWR,MIA
6834,NK 853,LGA,DTW
6835,DL 419,IAH,LGA
6841,UA 425,SFO,EWR
6843,YX 3403,BGR,EWR
6856,YX 3607,EWR,STL
6858,9E 4866,LGA,STL
6869,UA 2110,EWR,CMH
6870,YX 3715,EWR,PIT
6871,NK 123,LGA,SJU
6880,9E 4761,PWM,LGA
6882,YX 5755,CMH,LGA
6888,B6 342,SAV,JFK
6889,G7 4398,PVD,EWR
6890,DL 1598,RSW,JFK
6892,YX 5700,JFK,BOS
6893,DL 2991,JFK,FLL
6897,9E 5009,LGA,ORF
6900,UA 1900,SFO,EWR
6901,UA 1144,EWR,SEA
6907,9E 5359,LGA,SYR
6911,YX 5780,CMH,LGA
6914,YX 4665,LGA,IND
6915,9E 5446,JFK,SYR
6916,YX 5816,CHS,JFK
6925,G7 4605,EWR,STL
6928,YX 3462,EWR,RAP
6929,9E 5356,BTV,LGA
6931,WN 3973,LGA,ATL
6932,UA 1860,EWR,IAH
6936,UA 236,ATL,EWR
6937,9E 5077,CVG,LGA
6942,YX 3684,IAD,EWR
6949,DL 1722,MIA,LGA
6951,9E 5095,PWM,JFK
6963,YX 4891,LGA,IND
6964,YX 5849,DCA,LGA
6972,9E 5187,CLT,JFK
6975,G7 4401,EWR,PVD
6977,DL 481,LGA,TPA
6978,9E 4795,JFK,BUF
6986,UA 2024,TPA,EWR
6987,DL 2232,LGA,ATL
7004,DL 529,LGA,ATL
7005,WN 3799,MDW,LGA
7007,YX 3431,CLE,EWR
7008,DL 1427,JFK,PDX
7009,DL 1684,DTW,EWR
7010,UA 1496,PDX,EWR
7011,DL 1087,JFK,LAX
7012,B6 2274,TPA,EWR
7018,UA 421,EWR,PHX
7022,YX 4788,LGA,BNA
7029,OO 5225,LGA,IAH
7030,YX 3619,EWR,IND
7031,YX 3449,STL,EWR
7039,9E 4837,PIT,JFK
7046,YX 5617,LGA,ORD
7049,F9 2134,DFW,EWR
7053,DL 2496,LGA,FLL
7055,AA 318,MIA,EWR
7057,AA 346,JFK,CLT
7063,AA 1508,DFW,LGA
7065,DL 462,LAS,JFK
7074,YX 4586,ORF,LGA
7075,G4 1367,EWR,CVG
7078,DL 512,LGA,ORD
7081,NK 1677,LGA,DTW
7082,YX 5783,LGA,PIT
7083,9E 5339,ORD,JFK
7090,B6 618,MSP,JFK
7092,YX 5684,LGA,DCA
7096,YX 4945,LGA,CLE
7098,B6 843,EWR,PBI
7099,9E 5021,CVG,EWR
7101,AA 1184,JFK,MIA
7105,YX 5638,LGA,MCI
7106,YX 4609,LGA,ATL
7110,9E 4981,JFK,SYR
7112,DL 1650,DFW,JFK
7131,9E 5486,RDU,LGA
7141,UA 1711,EWR,AUS
7148,YX 4714,STL,LGA
7150,YX 5777,JAX,JFK
7153,G7 4617,SYR,EWR
7160,YX 4768,LGA,CLE
7162,9E 5375,JFK,RDU
7168,DL 2550,ORD,LGA
7169,DL 2557,FLL,LGA
7171,DL 490,LGA,PBI
7178,9E 5442,IND,JFK
7180,YX 3494,PVD,EWR
7188,YX 4792,LGA,CLT
7189,YX 5009,LGA,SAV
7190,UA 1968,SLC,EWR
7191,DL 433,LGA,MSP
7194,UA 2112,JAX,EWR
7195,G7 4397,BGR,EWR
7199,9E 5342,SAV,JFK
7200,DL 494,ATL,LGA
7202,9E 5049,RDU,JFK
7205,DL 2074,LGA,MIA
7210,AA 2407,BNA,LGA
7216,9E 4988,LGA,STL
7223,DL 1685,JFK,ATL
7246,WN 873,LGA,DEN
7248,9E 4929,EWR,DTW
7249,9E 5512,LGA,ORH
7262,DL 1201,JFK,DFW
7266,9E 5151,SYR,LGA
7275,UA 1935,EWR,FLL
7279,G4 1908,EWR,VPS
7283,AS 353,JFK,SFO
7289,WN 2552,BNA,LGA
7291,UA 789,TPA,EWR
7293,YX 3644,CMH,EWR
7299,G7 4593,ROC,EWR
7307,YX 5847,JFK,BOS
7309,DL 1642,JAX,JFK
7314,UA 677,EWR,FLL
7315,UA 436,EWR,MCO
7326,UA 380,EWR,SLC
7331,G7 4437,EWR,GRR
7333,UA 1572,DEN,EWR
7340,AA 408,ORD,LGA
7360,YX 5791,DCA,LGA
7361,UA 1600,EWR,DEN
7366,AA 2292,AUS,JFK
7372,YX 5631,JFK,BUF
7377,9E 4981,SYR,JFK
7386,YX 4535,OKC,LGA
7388,UA 2057,JAC,EWR
7394,YX 4654,LGA,ATL
7400,B6 171,LGA,FLL
7402,UA 1524,IAH,EWR
7404,UA 276,SRQ,EWR
7411,DL 349,LGA,ATL
7413,G7 4404,ALB,EWR
7415,AS 393,JFK,SEA
7418,B6 2747,LGA,SAV
7424,YX 5804,CMH,LGA
7427,DL 2966,JFK,MSY
7434,YX 5594,LGA,CLT
7436,NK 1356,BOS,EWR
7443,UA 271,DEN,LGA
7444,OO 4450,DTW,EWR
7460,YX 3700,GSP,EWR
7468,9E 5525,CVG,EWR
7470,AA 462,DFW,EWR
7475,9E 5122,PIT,LGA
7483,DL 669,JFK,SJU
7488,YX 5747,JAX,JFK
7491,G7 4546,CMH,EWR
7494,UA 438,LGA,DEN
7499,UA 1649,TPA,EWR
7503,YX 5630,ORD,LGA
7505,DL 1104,LGA,IAH
7516,WN 1094,LGA,BNA
7522,G7 4595,EWR,BUF
7524,B6 2428,RDU,EWR
7527,9E 4885,STL,LGA
7531,UA 1479,EWR,RSW
7536,9E 4881,LGA,SYR
7544,WN 5040,LGA,DEN
7545,YX 5712,LGA,CLT
7553,UA 1410,MIA,EWR
7556,UA 1905,SLC,EWR
7559,YX 3465,EWR,DCA
7562,YX 4580,LGA,IND
7566,YX 5823,CLT,JFK
7570,DL 1379,LGA,ORD
7574,AA 570,CLT,LGA
7576,AA 1592,MIA,JFK
7577,WN 629,ATL,LGA
7583,YX 4963,ORD,LGA
7584,9E 4974,CLE,LGA
7596,YX 4801,LGA,RDU
7609,YX 3592,DCA,EWR
7610,YX 3657,CVG,EWR
7617,YX 3512,MSP,EWR
7618,YX 5634,JAX,LGA
7625,YX 3464,CMH,EWR
7628,WN 277,LGA,STL
7635,ZW 3839,IAD,LGA
7645,G7 4393,CMH,EWR
7647,WN 1390,LGA,ATL
7652,DL 1170,JFK,DEN
7654,DL 556,LAS,JFK
7657,DL 1503,MCO,LGA
7661,AA 1664,MIA,LGA
7662,UA 1966,MSY,EWR
7663,AA 1463,LGA,CLT
7675,YX 4793,LGA,IND
7678,DL 1387,JFK,ATL
7680,UA 533,TPA,EWR
7686,DL 2519,MCO,JFK
7687,9E 5523,CMH,JFK
7689,YX 5836,LGA,BOS
7696,DL 1227,IAH,LGA
7698,YX 5735,LGA,DCA
7710,YX 5828,LGA,PNS
7712,YX 5648,PWM,LGA
7715,YX 5843,LGA,CHS
7719,9E 5494,JFK,RIC
7727,G7 4518,PIT,EWR
7729,YX 4724,ATL,LGA
7733,YX 4938,LGA,DTW
7734,UA 418,TPA,EWR
7738,YX 3587,MEM,EWR
7745,YX 3635,EWR,GSP
7747,YX 4671,JFK,RIC
7752,AA 1640,DFW,JFK
7755,9E 5062,SYR,JFK
7757,YX 5857,PIT,LGA
7759,WN 62,LGA,SRQ
7772,UA 583,RSW,EWR
7773,AA 978,JFK,MIA
7775,B6 2288,EWR,ACK
7776,WN 3167,MDW,LGA
7777,9E 4691,LGA,PWM
7781,UA 1001,IAH,EWR
7782,UA 476,MCO,EWR
7786,YX 3473,EWR,ATL
7789,YX 5732,LGA,IND
7790,9E 5107,JFK,RIC
7793,YX 4518,JFK,BNA
7799,UA 392,RSW,EWR
7801,WN 3034,STL,LGA
7802,UA 2251,SLC,EWR
7805,YX 5688,CHS,JFK
7806,9E 5393,LGA,CLE
7807,YX 4903,PIT,JFK
7814,G7 4392,EWR,DTW
7816,UA 1011,IAH,LGA
7818,AS 1472,JFK,SEA
7822,AA 1587,PHX,JFK
7824,YV 6233,IAH,LGA
7829,UA 2072,CHS,EWR
7831,DL 1491,LGA,DTW
7832,9E 4690,ROC,LGA
7834,AA 2434,JFK,PHX
7835,G7 4458,DCA,EWR
7837,OO 3636,EWR,MSP
7844,9E 4685,JFK,RDU
7846,C5 4877,EWR,BUF
7847,AA 976,SNA,JFK
7850,UA 2185,EWR,CLE
7859,DL 2871,MIA,JFK
7861,DL 1549,LGA,PBI
7869,UA 265,EWR,MIA
7875,B6 1031,BOS,LGA
7876,AA 1200,MIA,JFK
7884,G7 4602,EWR,STL
7885,AA 676,JFK,SNA
7888,G7 4526,PVD,EWR
7893,DL 1095,JFK,SFO
7895,YX 5858,CLT,JFK
7901,DL 406,AUS,JFK
7903,YX 4678,JFK,CLE
7907,AA 2172,DCA,LGA
7914,G7 4405,EWR,CMH
7915,WN 4107,DEN,LGA
7919,DL 1716,SEA,JFK
7928,DL 2978,LGA,BNA
7929,YX 5725,RIC,JFK
7938,YX 3547,GSP,EWR
7941,YX 4555,LGA,ORF
7947,YX 4588,AVL,LGA
7954,YX 3717,EWR,BNA
7956,WN 491,STL,LGA
7957,YX 3483,EWR,DCA
7959,9E 5113,JFK,RDU
7961,AA 493,JFK,CLT
7963,YX 5632,LGA,IND
7964,YX 4862,JFK,PIT
7968,UA 2164,EWR,RSW
7988,YX 3436,EWR,DFW
7989,DL 1409,AUS,JFK
7991,UA 1113,EWR,IAH
7993,9E 4781,LGA,ORF
7996,YX 5613,JFK,ORD
8003,YX 3549,CHS,EWR
8006,9E 4653,IND,JFK
8023,WN 939,LGA,ATL
8030,YX 4951,ORD,LGA
8032,YX 4662,ORD,LGA
8034,YX 3413,EWR,DTW
8036,YX 5679,CLT,LGA
8039,AA 2661,LGA,ORD
8045,DL 765,LGA,DTW
8050,G4 416,TYS,EWR
8053,9E 4685,JFK,CVG
8054,DL 2506,MSP,EWR
8056,UA 2017,TPA,EWR
8057,AA 2731,JFK,CLT
8065,YX 5606,LGA,STL
8075,B6 1854,PBI,JFK
8081,9E 5355,LGA,RDU
8086,9E 5500,ORD,JFK
8088,9E 4809,EWR,DTW
8090,UA 1265,MCO,EWR
8095,DL 1519,LGA,MCO
8098,OO 3866,EWR,DTW
8099,AA 2179,EWR,ORD
8100,YX 4817,IND,LGA
8113,G7 4194,EWR,BTV
8114,YX 3513,EWR,ORF
8119,9E 5259,LGA,MEM
8127,9E 5436,JFK,ORD
8132,C5 4974,EWR,MYR
8133,YX 4813,BOS,LGA
8142,9E 5328,LGA,BGR
8143,YX 5730,LGA,BOS
8148,G7 4535,DTW,EWR
8150,NK 1399,EWR,MCO
8154,DL 1405,LGA,MCO
8156,OO 3727,EWR,MSP
8157,YX 4987,RDU,LGA
8158,UA 1906,EWR,BOS
8160,UA 1920,PHX,EWR
8162,UA 702,LGA,ORD
8166,YX 4793,BOS,LGA
8171,YX 4687,JFK,BWI
8177,DL 1851,SJU,JFK
8189,G7 4576,ACK,EWR
8190,9E 5090,JFK,IND
8195,UA 2603,SFO,EWR
8200,UA 1618,EWR,DTW
8203,AS 374,SFO,EWR
8205,UA 1104,EWR,DFW
8207,YX 3477,EWR,SRQ
8208,9E 4778,JFK,IAD
8210,DL 1146,MCO,JFK
8214,DL 461,DFW,LGA
8217,DL 1393,DTW,LGA
8223,YX 5782,LGA,ROC
8227,YX 5823,BNA,LGA
8232,YX 5775,SDF,LGA
8246,DL 1048,ATL,LGA
8255,9E 5207,JFK,ORF
8256,YX 4558,RDU,JFK
8257,YX 5718,BOS,LGA
8258,UA 308,BZN,EWR
8260,DL 802,LGA,MSP
8262,9E 4776,MYR,LGA
8263,AA 1998,JAC,JFK
8267,UA 230,DEN,EWR
8268,G7 4515,BUF,EWR
8269,UA 2035,EWR,FLL
8276,UA 723,EWR,MSP
8279,WN 32,DEN,LGA
8281,UA 1167,FLL,EWR
8282,DL 1282,MIA,LGA
8286,AA 594,JFK,SNA
8293,YV 6105,LGA,IAH
8294,UA 753,EWR,RSW
8298,DL 488,LGA,TPA
8300,G7 4570,SYR,EWR
8306,WN 615,LGA,BNA
8312,DL 430,JFK,LAS
8314,YX 5608,CHS,JFK
8320,B6 1216,TPA,LGA
8324,WN 940,LGA,MSY
8326,YX 4848,CVG,JFK
8328,YX 4832,CLE,LGA
8333,WN 6296,LGA,STL
8344,NK 576,LGA,FLL
8348,UA 1199,RSW,EWR
8350,DL 409,ORD,LGA
8353,G7 4382,BGR,EWR
8354,G7 4599,CMH,EWR
8356,YX 5748,DCA,LGA
8357,OO 5538,LGA,ORD
8358,YX 5003,CMH,LGA
8367,DL 2398,MCO,LGA
8371,UA 297,EWR,SFO
8372,UA 298,AUS,EWR
8374,YX 3577,EWR,CMH
8379,AA 2190,LGA,DFW
8387,G7 4398,CLT,EWR
8391,9E 5271,LGA,MKE
8393,UA 2629,LGA,IAH
8394,9E 5424,CLE,JFK
8395,DL 667,DFW,LGA
8399,UA 1663,EWR,BOS
8400,UA 1827,EWR,SLC
8407,OO 5278,ORD,LGA
8419,UA 1257,EWR,RDU
8420,YX 4628,JFK,RDU
8424,AA 1655,LGA,MIA
8426,YX 3483,EWR,SYR
8431,UA 701,LGA,DEN
8432,9E 4642,LGA,BNA
8433,9E 5234,LGA,STL
8434,YX 3565,EWR,BNA
8437,YX 3446,EWR,ATL
8438,G7 4610,ROC,EWR
8445,9E 4675,BOS,JFK
8446,G7 4538,PWM,EWR
8454,YX 3431,EWR,MSY
8459,WN 985,LGA,BNA
8473,DL 564,MCO,JFK
8479,YX 3593,SAV,EWR
8481,AA 1414,MIA,LGA
8482,9E 5358,MKE,LGA
8486,YX 5850,EWR,DTW
8502,B6 2179,BOS,EWR
8503,YX 4681,JFK,BWI
8505,YX 5607,ORD,JFK
8510,YX 5660,SYR,JFK
8512,YX 4602,JFK,DCA
8513,YX 5628,LGA,ORD
8515,YX 5817,LGA,CLT
8522,YX 5778,LGA,CHS
8524,YX 5784,JFK,MSY
8527,DL 901,MSP,LGA
8535,YX 4530,JFK,PIT
8542,G7 4544,ORF,EWR
8545,9E 4736,CHS,JFK
8546,AA 1104,LGA,STL
8548,YX 5748,JFK,RDU
8550,UA 2476,TPA,EWR
8564,WN 6003,TPA,LGA
8571,9E 5201,PIT,LGA
8581,G7 4560,ACK,EWR
8582,9E 4871,LGA,ORF
8586,DL 2954,ATL,EWR
8588,DL 650,ATL,JFK
8591,9E 5446,CLE,LGA
8593,YX 4545,RDU,LGA
8597,YX 4601,LGA,PIT
8599,UA 795,EWR,TPA
8616,WN 1281,BNA,LGA
8624,YV 6105,IAH,LGA
8628,G7 4601,PVD,EWR
8632,YX 3702,EWR,SDF
8634,G7 4458,EWR,PIT
8646,YX 4618,LGA,HHH
8667,G7 4587,EWR,DTW
8670,YV 6241,IAD,LGA
8676,DL 561,MSP,JFK
8686,B6 46,LGA,TPA
8689,DL 1181,TPA,JFK
8693,YX 3697,MSP,EWR
8694,WN 3926,MDW,LGA
8699,B6 2174,CHS,JFK
8709,B6 356,LAS,EWR
8716,YX 3509,EWR,SAV
8718,YX 4855,LGA,ILM
8721,9E 5435,LGA,RDU
8723,UA 2640,EWR,RDU
8724,UA 2231,RSW,EWR
8732,WN 5562,TPA,LGA
8739,YV 6241,LGA,IAD
8750,UA 1634,LAS,EWR
8751,YX 5800,SYR,JFK
8752,B6 1964,JFK,HYA
8761,G7 4398,EWR,CLT
8765,UA 2105,EWR,RSW
8771,UA 1176,EWR,IAH
8773,B6 2431,BOS,LGA
8778,G7 4425,CVG,EWR
8779,AA 595,JFK,MIA
8790,YX 3450,EWR,BNA
8791,9E 5110,LGA,TYS
8797,DL 440,JFK,RSW
8799,UA 1064,EWR,PBI
8807,DL 657,JFK,SAN
8808,UA 1411,SFO,EWR
8810,B6 1006,PDX,JFK
8811,AA 2492,MIA,JFK
8815,YX 3425,BNA,EWR
8818,YX 5751,MSY,LGA
8829,YX 3456,LGA,IAD
8836,9E 4723,PIT,LGA
8839,9E 4974,LGA,CLE
8840,YX 5845,BNA,LGA
8845,YX 4920,JFK,DCA
8853,9E 5217,LGA,RIC
8860,G7 4439,PWM,EWR
8861,YX 5616,ORD,JFK
8875,9E 5396,BGR,JFK
8876,DL 2699,MSP,EWR
8879,YX 3531,LGA,IAD
8883,9E 5359,LGA,CHO
8889,UA 793,EWR,FLL
8894,9E 4960,BHM,LGA
8895,YX 3543,EWR,ORF
8896,YX 4568,RDU,LGA
8899,UA 317,EWR,FLL
8900,UA 504,EWR,SMF
8913,YX 3521,EWR,PWM
8923,DL 2271,MIA,LGA
8929,B6 2173,EWR,TPA
8935,DL 1160,DFW,LGA
8940,WN 26,LGA,DEN
8942,9E 4790,LGA,SAV
8947,YX 5657,JFK,CLT
8954,AA 2030,RDU,LGA
8955,DL 1380,BOS,LGA
8957,YX 3606,SAV,EWR
8961,G7 4609,IND,EWR
8963,YX 4618,LGA,MCI
8966,YX 4835,LGA,IND
8969,G7 4579,EWR,STL
8973,9E 5202,IAD,JFK
8976,YX 4989,ATL,LGA
8978,YX 5748,JAX,LGA
8980,B6 1605,JFK,PDX
8991,UA 1193,ORD,EWR
8993,YX 4714,LGA,PIT
9004,C5 4303,EWR,MYR
9008,DL 2173,IAH,LGA
9015,YX 4660,ORD,LGA
9016,9E 4726,JFK,ROC
9019,DL 1524,DTW,LGA
9020,YX 5799,LGA,BOS
9021,YX 3469,JAX,EWR
9025,WN 44,DAL,LGA
9027,YX 3653,CHS,EWR
9028,WN 683,DAL,LGA
9030,YX 3559,BNA,EWR
9031,AA 2213,MIA,LGA
9032,YX 5592,LGA,MSY
9033,B6 339,LGA,JAX
9035,DL 1159,JFK,LAS
9038,YX 5686,LGA,MCI
9048,AA 318,LGA,DCA
9058,UA 388,BUF,EWR
9061,YX 5011,JFK,PIT
9063,UA 374,EWR,PBI
9066,YX 3682,EWR,SRQ
9070,C5 4287,EWR,BTV
9072,YX 4892,DTW,LGA
9074,9E 5299,LGA,RIC
9075,DL 2201,EWR,ATL
9081,DL 2738,IAH,LGA
9083,UA 1875,SFO,EWR
9084,YX 5803,DCA,JFK
9085,YX 5828,LGA,DCA
9089,UA 2105,CHS,EWR
9091,G7 4431,IND,EWR
9094,9E 4976,LGA,ORF
9098,WN 3130,ATL,LGA
9100,UA 714,EWR,SNA
9113,YX 4554,LGA,CHO
9121,WN 110,HOU,LGA
9123,YX 4652,PIT,LGA
9125,YX 5833,EYW,LGA
9130,UA 467,EWR,MCO
9135,G7 4404,SYR,EWR
9144,AA 317,LGA,DCA
9154,WN 3866,LGA,ATL
9159,UA 1518,EWR,JAC
9164,YX 5597,CLT,LGA
9169,9E 5355,BNA,LGA
9173,YX 3695,EWR,RIC
9176,9E 5088,LGA,PWM
9178,YX 5661,BOS,JFK
9185,AA 725,ORD,LGA
9186,WN 1519,LGA,HOU
9207,DL 2975,ATL,EWR
9212,G7 4444,SYR,EWR
9228,DL 446,ATL,LGA
9230,WN 3741,LGA,ATL
9231,WN 2767,LGA,DEN
9232,UA 2372,TPA,EWR
9233,YX 3468,SDF,EWR
9242,AA 1886,LGA,CLT
9244,G7 4491,PVD,EWR
9246,9E 4811,RDU,LGA
9250,YX 4712,RIC,JFK
9253,9E 5313,PIT,LGA
9255,UA 1292,EWR,SNA
9258,G7 4172,STL,EWR
9259,YX 5604,EWR,DTW
9265,9E 4677,MCI,LGA
9270,G7 4388,GRR,EWR
9274,B6 2493,JFK,MIA
9285,AA 794,DCA,LGA
9286,G7 4597,EWR,PVD
9297,UA 1116,EWR,FLL
9311,9E 4992,PIT,JFK
9312,AA 654,JFK,JAC
9315,G7 4437,DTW,EWR
9322,UA 2036,JAX,EWR
9325,YX 3507,EWR,AUS
9328,9E 5041,JFK,IND
9335,9E 5017,ORF,LGA
9346,YX 4608,PIT,LGA
9347,AA 768,JFK,MIA
9351,9E 4969,IND,JFK
9354,9E 4803,JFK,MVY
9361,AA 842,MIA,JFK
9371,AA 589,MIA,JFK
9372,UA 1651,SFO,EWR
9384,WN 562,LGA,MCO
9387,YX 3683,DTW,EWR
9391,DL 1635,TPA,LGA
9397,AA 1479,JFK,MIA
9399,9E 5313,LGA,RDU
9402,YX 5692,LGA,CMH
9403,DL 2065,IAH,LGA
9406,9E 4752,MKE,LGA
9409,AA 2024,LGA,BNA
9413,YX 4509,LGA,RDU
9415,WN 556,LGA,MDW
9416,UA 541,EWR,DFW
9429,WN 6761,LGA,STL
